GameDate,HomeTeamName,HomeTeamScore,AwayTeamName,AwayTeamScore
3/8/2014,California,66,Colorado,65
3/8/2014,UC-Irvine,74,UC-Davis,46
3/8/2014,Canisius,71,Siena,65
3/8/2014,Chattanooga,55,Georgia Southern,62
3/8/2014,Chicago State,67,Seattle,53
3/8/2014,Citadel,51,Wofford,68
3/8/2014,Clemson,78,Pitt,83
3/8/2014,Cleveland State,63,Wright State,68
3/8/2014,Coastal Carolina,66,VMI,62
3/8/2014,College of Charleston,59,William & Mary,70
3/8/2014,Columbia,64,Princeton,74
3/8/2014,Cornell,65,Penn,69
3/8/2014,Creighton,88,Providence,73
3/8/2014,Davidson,77,Samford,54
3/8/2014,Dayton,60,Richmond,48
3/8/2014,Delaware,87,Hofstra,76
3/8/2014,Drexel,81,Northeastern,90
3/8/2014,Duke,93,UNC,81
3/8/2014,Eastern Washington,78,Weber State,82
3/8/2014,Elon,64,Western Carolina,66
3/8/2014,Florida,84,Kentucky,65
3/8/2014,Fordham,67,George Washington,70
3/8/2014,George Mason,69,Duquesne,81
3/8/2014,Georgia State,73,Western Kentucky,55
3/8/2014,Georgia Tech,62,Virginia Tech,51
3/8/2014,Gonzaga,77,Santa Clara,75
3/8/2014,Green Bay,66,Milwaukee,73
3/8/2014,Hawaii,81,Cal State Fullerton,77
3/8/2014,Houston Baptist,77,McNeese State,79
3/8/2014,Indiana State,62,Southern Illinois,59
3/8/2014,Iona,94,Rider,71
3/8/2014,Iowa,63,Illinois,66
3/8/2014,Iowa State,85,Oklahoma State,81
3/8/2014,Fort Wayne,85,IUPUI,47
3/8/2014,James Madison,71,Towson,80
3/8/2014,Kansas State,74,Baylor,76
3/8/2014,Lamar,62,Southeastern Louisiana,71
3/8/2014,Long Beach State,74,UC-Riverside,67
3/8/2014,LSU,61,Georgia,69
3/8/2014,Louisville,81,UConn,48
3/8/2014,Maine,54,Stony Brook,80
3/8/2014,Manhattan,72,St. Peter's,58
3/8/2014,Marquette,90,St. John's (NY),91
3/8/2014,Memphis,67,SMU,58
3/8/2014,Miami (FL),69,Wake Forest,56
3/8/2014,Miami (OH),76,Ohio,82
3/8/2014,Michigan,84,Indiana,80
3/8/2014,Ole Miss,65,Vanderbilt,62
3/8/2014,Mississippi State,62,South Carolina,74
3/8/2014,UMKC,80,Idaho,87
3/8/2014,Missouri State,42,Wichita State,67
3/8/2014,Nevada,76,UNLV,72
3/8/2014,New Hampshire,60,Vermont,77
3/8/2014,Niagara,80,Quinnipiac,89
3/8/2014,UNC Asheville,79,Winthrop,80
3/8/2014,Northern Arizona,67,Montana,47
3/8/2014,Northern Illinois,70,Ball State,56
3/8/2014,Northwestern State,88,Oral Roberts,82
3/8/2014,Oregon,64,Arizona,57
3/8/2014,Oregon State,78,Arizona State,76
3/8/2014,Pepperdine,69,Saint Mary's,80
3/8/2014,Portland State,78,Idaho State,74
3/8/2014,Robert Morris,60,Saint Francis (PA),57
3/8/2014,Rutgers,66,Cincinnati,70
3/8/2014,Sacramento State,84,Montana State,59
3/8/2014,Sam Houston State,80,New Orleans,61
3/8/2014,San Diego,60,San Francisco,69
3/8/2014,San Diego State,51,New Mexico,48
3/8/2014,San Jose State,56,Fresno State,69
3/8/2014,South Alabama,78,Texas-Arlington,73
3/8/2014,South Florida,65,Temple,66
3/8/2014,Southern,64,Texas Southern,67
3/8/2014,Southern Utah,52,Northern Colorado,77
3/8/2014,Stanford,61,Utah,60
3/8/2014,Stephen F. Austin,85,Central Arkansas,61
3/8/2014,Tennessee,72,Missouri,45
3/8/2014,Texas A&M,64,Auburn,69
3/8/2014,Texas A&M-Corpus Christi,58,Nicholls State,44
3/8/2014,TCU,67,Oklahoma,97
3/8/2014,Texas-Rio Grande Valley,78,Grand Canyon,79
3/8/2014,Texas Tech,59,Texas,53
3/8/2014,Toledo,77,Eastern Michigan,66
3/8/2014,Troy,72,Texas State,50
3/8/2014,Villanova,77,Georgetown,59
3/8/2014,VCU,86,St. Bonaventure,67
3/8/2014,Wagner,72,Mount St. Mary's,77
3/8/2014,Washington,82,USC,75
3/8/2014,Washington State,73,UCLA,55
3/8/2014,West Virginia,92,Kansas,86
3/8/2014,Wyoming,83,Colorado State,75
3/8/2014,Yale,61,Dartmouth,69
3/9/2014,Albany (NY),67,Vermont,58
3/9/2014,Canisius,72,Iona,75
3/9/2014,Coastal Carolina,76,Winthrop,61
3/9/2014,Davidson,97,Western Carolina,99
3/9/2014,Delaware,87,Northeastern,74
3/9/2014,Denver,71,South Dakota,55
3/9/2014,Florida Gulf Coast,60,Mercer,68
3/9/2014,Florida State,58,Syracuse,74
3/9/2014,Georgia Southern,57,Wofford,71
3/9/2014,Hartford,64,Stony Brook,69
3/9/2014,Indiana State,69,Wichita State,83
3/9/2014,Manhattan,87,Quinnipiac,68
3/9/2014,Maryland,75,Virginia,69
3/9/2014,UMass,62,Saint Louis,64
3/9/2014,Minnesota,81,Penn State,63
3/9/2014,Nebraska,77,Wisconsin,68
3/9/2014,NC State,78,Boston College,68
3/9/2014,Ohio State,69,Michigan State,67
3/9/2014,Purdue,65,Northwestern,74
3/9/2014,St. Joseph's,63,La Salle,71
3/9/2014,South Dakota State,71,Western Illinois,50
3/9/2014,Towson,71,William & Mary,75
3/10/2014,BYU,79,San Francisco,77
3/10/2014,Delaware,75,William & Mary,74
3/10/2014,Denver,48,North Dakota State,83
3/10/2014,Eastern Michigan,72,Central Michigan,60
3/10/2014,Gonzaga,70,Saint Mary's,54
3/10/2014,Iona,68,Manhattan,71
3/10/2014,Fort Wayne,64,South Dakota State,60
3/10/2014,Maryland-Eastern Shore,74,Norfolk State,78
3/10/2014,Miami (OH),71,Kent State,64
3/10/2014,Northern Illinois,54,Bowling Green State,51
3/10/2014,Ohio,76,Ball State,64
3/10/2014,Savannah State,61,South Carolina State,47
3/10/2014,Western Carolina,53,Wofford,56
3/11/2014,Bethune-Cookman,68,Coppin State,75
3/11/2014,BYU,64,Gonzaga,75
3/11/2014,Delaware State,61,Florida A&M,65
3/11/2014,East Carolina,79,UTSA,76
3/11/2014,Florida Atlantic,59,Marshall,63
3/11/2014,Grambling,84,Jackson State,75
3/11/2014,Howard,53,North Carolina A&T,47
3/11/2014,Fort Wayne,57,North Dakota State,60
3/11/2014,Mississippi Valley State,63,Prairie View,79
3/11/2014,North Texas,63,Rice,62
3/11/2014,Princeton,70,Penn,65
3/11/2014,Robert Morris,71,Mount St. Mary's,88
3/11/2014,Wright State,63,Milwaukee,69
3/12/2014,Air Force,59,Fresno State,61
3/12/2014,Alabama-Birmingham,70,Charlotte,80
3/12/2014,Auburn,56,South Carolina,74
3/12/2014,Baylor,76,TCU,68
3/12/2014,Boise State,83,San Jose State,52
3/12/2014,Boston College,70,Georgia Tech,73
3/12/2014,Boston University,36,American,55
3/12/2014,Butler,50,Seton Hall,51
3/12/2014,UCF,94,Temple,90
3/12/2014,Colorado,59,USC,56
3/12/2014,Colorado State,69,Utah State,73
3/12/2014,Coppin State,83,Hampton,77
3/12/2014,DePaul,60,Georgetown,56
3/12/2014,Eastern Michigan,53,Northern Illinois,48
3/12/2014,Fordham,70,George Mason,67
3/12/2014,Grambling,54,Texas Southern,79
3/12/2014,Howard,46,North Carolina Central,92
3/12/2014,Marshall,58,Old Dominion,73
3/12/2014,McNeese State,62,Oral Roberts,66
3/12/2014,Miami (FL),57,Virginia Tech,53
3/12/2014,Miami (OH),55,Ohio,63
3/12/2014,Mississippi State,82,Vanderbilt,68
3/12/2014,Nicholls State,71,Southeastern Louisiana,64
3/12/2014,North Texas,61,Tulane,66
3/12/2014,Notre Dame,69,Wake Forest,81
3/12/2014,Oklahoma State,80,Texas Tech,62
3/12/2014,Oregon,88,Oregon State,74
3/12/2014,Prairie View,64,Southern,46
3/12/2014,Rutgers,72,South Florida,68
3/12/2014,Stanford,74,Washington State,63
3/12/2014,UTEP,77,East Carolina,68
3/12/2014,Utah,67,Washington,61
3/13/2014,Akron,83,Ohio,77
3/13/2014,Alabama,56,LSU,68
3/13/2014,Alabama A&M,69,Arkansas-Pine Bluff,50
3/13/2014,Alabama State,64,Alcorn State,51
3/13/2014,Arizona,71,Utah,39
3/13/2014,Arizona State,58,Stanford,79
3/13/2014,Arkansas,69,South Carolina,71
3/13/2014,Little Rock,74,Troy,61
3/13/2014,Baylor,78,Oklahoma,73
3/13/2014,Boise State,75,Nevada,62
3/13/2014,Buffalo,64,Eastern Michigan,69
3/13/2014,Cal Poly,69,UCSB,38
3/13/2014,Cal State Bakersfield,68,Chicago State,62
3/13/2014,Cal State Fullerton,56,Long Beach State,66
3/13/2014,Cal State Northridge,87,Hawaii,84
3/13/2014,California,56,Colorado,59
3/13/2014,UC-Irvine,63,UC-Riverside,43
3/13/2014,UCF,58,Cincinnati,61
3/13/2014,Charlotte,65,Louisiana Tech,86
3/13/2014,Clemson,69,Georgia Tech,65
3/13/2014,UConn,72,Memphis,53
3/13/2014,Creighton,84,DePaul,62
3/13/2014,Dayton,87,Fordham,74
3/13/2014,Duquesne,64,Richmond,76
3/13/2014,Florida A&M,68,Morgan State,81
3/13/2014,Florida State,67,Maryland,65
3/13/2014,Fresno State,77,New Mexico,93
3/13/2014,Houston,68,SMU,64
3/13/2014,Idaho,73,UMKC,70
3/13/2014,Illinois,64,Indiana,54
3/13/2014,Iowa,62,Northwestern,67
3/13/2014,Iowa State,91,Kansas State,85
3/13/2014,Kansas,77,Oklahoma State,70
3/13/2014,La Salle,72,St. Bonaventure,82
3/13/2014,Louisiana-Monroe,65,Texas-Arlington,68
3/13/2014,Louisville,92,Rutgers,31
3/13/2014,Marquette,65,Xavier,68
3/13/2014,UMass,65,Rhode Island,61
3/13/2014,Miami (FL),58,NC State,67
3/13/2014,Middle Tennessee,62,Old Dominion,48
3/13/2014,Minnesota,63,Penn State,56
3/13/2014,Ole Miss,78,Mississippi State,66
3/13/2014,Missouri,91,Texas A&M,83
3/13/2014,Montana,63,Portland State,70
3/13/2014,UNLV,71,Wyoming,67
3/13/2014,New Mexico State,70,Seattle,68
3/13/2014,Nicholls State,72,Northwestern State,88
3/13/2014,Norfolk State,57,Savannah State,47
3/13/2014,North Dakota,79,Sacramento State,76
3/13/2014,Northern Arizona,60,Northern Colorado,62
3/13/2014,Ohio State,63,Purdue,61
3/13/2014,Oral Roberts,61,Sam Houston State,70
3/13/2014,Oregon,63,UCLA,82
3/13/2014,Pitt,84,Wake Forest,55
3/13/2014,Providence,79,St. John's (NY),74
3/13/2014,San Diego State,73,Utah State,39
3/13/2014,Seton Hall,64,Villanova,63
3/13/2014,Southern Miss,64,UTEP,56
3/13/2014,Texas,66,West Virginia,49
3/13/2014,Texas-Rio Grande Valley,63,Utah Valley,83
3/13/2014,Tulane,49,Tulsa,70
3/14/2014,Akron,60,Western Michigan,64
3/14/2014,Alabama A&M,49,Prairie View,55
3/14/2014,Alabama State,61,Texas Southern,73
3/14/2014,Arizona,63,Colorado,43
3/14/2014,Little Rock,114,Arkansas State,116
3/14/2014,Baylor,86,Texas,69
3/14/2014,Boise State,67,New Mexico,70
3/14/2014,Cal Poly,61,UC-Irvine,58
3/14/2014,Cal State Bakersfield,63,New Mexico State,69
3/14/2014,Cal State Northridge,82,Long Beach State,77
3/14/2014,Cincinnati,56,UConn,58
3/14/2014,Clemson,62,Duke,63
3/14/2014,Coppin State,64,Morgan State,79
3/14/2014,Creighton,86,Xavier,78
3/14/2014,Dayton,67,St. Joseph's,70
3/14/2014,Eastern Michigan,44,Toledo,59
3/14/2014,Florida,72,Missouri,49
3/14/2014,Florida State,51,Virginia,64
3/14/2014,George Washington,85,UMass,77
3/14/2014,Georgia,75,Ole Miss,73
3/14/2014,Houston,65,Louisville,94
3/14/2014,Idaho,74,Utah Valley,69
3/14/2014,Illinois,63,Michigan,64
3/14/2014,Iowa State,94,Kansas,83
3/14/2014,Kentucky,85,LSU,67
3/14/2014,Louisiana,91,Texas-Arlington,85
3/14/2014,Louisiana Tech,88,Southern Miss,70
3/14/2014,Michigan State,67,Northwestern,51
3/14/2014,Middle Tennessee,69,Tulsa,76
3/14/2014,Minnesota,57,Wisconsin,83
3/14/2014,Nebraska,67,Ohio State,71
3/14/2014,UNLV,51,San Diego State,59
3/14/2014,Norfolk State,45,North Carolina Central,68
3/14/2014,UNC,75,Pitt,80
3/14/2014,NC State,66,Syracuse,63
3/14/2014,North Dakota,79,Portland State,63
3/14/2014,Northwestern State,78,Stephen F. Austin,85
3/14/2014,Providence,80,Seton Hall,74
3/14/2014,Richmond,53,VCU,71
3/14/2014,Saint Louis,68,St. Bonaventure,71
3/14/2014,Sam Houston State,69,Texas A&M-Corpus Christi,63
3/14/2014,South Carolina,44,Tennessee,59
3/14/2014,Stanford,59,UCLA,84
3/14/2014,Weber State,66,Northern Colorado,63
3/15/2014,Arizona,71,UCLA,75
3/15/2014,Arkansas State,45,Georgia State,72
3/15/2014,Baylor,65,Iowa State,74
3/15/2014,Cal Poly,61,Cal State Northridge,59
3/15/2014,UConn,61,Louisville,71
3/15/2014,Creighton,58,Providence,65
3/15/2014,Duke,75,NC State,67
3/15/2014,Florida,56,Tennessee,49
3/15/2014,George Washington,55,VCU,74
3/15/2014,Georgia,58,Kentucky,70
3/15/2014,Idaho,55,New Mexico State,77
3/15/2014,Louisiana,73,Western Kentucky,72
3/15/2014,Louisiana Tech,60,Tulsa,69
3/15/2014,Michigan,72,Ohio State,69
3/15/2014,Michigan State,83,Wisconsin,75
3/15/2014,Morgan State,62,North Carolina Central,71
3/15/2014,New Mexico,64,San Diego State,58
3/15/2014,North Dakota,67,Weber State,88
3/15/2014,Pitt,48,Virginia,51
3/15/2014,Prairie View,73,Texas Southern,78
3/15/2014,St. Joseph's,67,St. Bonaventure,48
3/15/2014,Sam Houston State,49,Stephen F. Austin,68
3/15/2014,Stony Brook,60,Albany (NY),69
3/15/2014,Toledo,77,Western Michigan,98
3/16/2014,Duke,63,Virginia,72
3/16/2014,Florida,61,Kentucky,60
3/16/2014,Georgia State,81,Louisiana,82
3/16/2014,Michigan,55,Michigan State,69
3/16/2014,St. Joseph's,65,VCU,61
3/17/2014,Brown,65,Holy Cross,68
3/18/2014,Albany (NY),71,Mount St. Mary's,64
3/18/2014,Arkansas,91,Indiana State,71
3/18/2014,Canisius,100,VMI,111
3/18/2014,Clemson,78,Georgia State,66
3/18/2014,East Carolina,59,Wright State,73
3/18/2014,ETSU,79,Chattanooga,66
3/18/2014,Eastern Michigan,58,Norfolk State,54
3/18/2014,Florida State,58,Florida Gulf Coast,53
3/18/2014,Georgetown,77,West Virginia,65
3/18/2014,Green Bay,65,Belmont,80
3/18/2014,Minnesota,88,High Point,81
3/18/2014,Missouri,85,Davidson,77
3/18/2014,NC State,74,Xavier,59
3/18/2014,Saint Mary's,70,Utah,58
3/18/2014,Sam Houston State,71,Alabama State,49
3/18/2014,San Diego,87,Portland State,65
3/18/2014,Siena,66,Stony Brook,55
3/18/2014,St. John's (NY),78,Robert Morris,89
3/18/2014,Valparaiso,56,Columbia,58
3/19/2014,Boston University,62,Illinois,66
3/19/2014,Cal Poly,81,Texas Southern,69
3/19/2014,California,77,Utah Valley,64
3/19/2014,Georgia,63,Vermont,56
3/19/2014,Grand Canyon,67,Pacific,69
3/19/2014,Illinois State,77,Morehead State,67
3/19/2014,Iowa,65,Tennessee,78
3/19/2014,Fort Wayne,97,Akron,91
3/19/2014,Louisiana Tech,89,Iona,88
3/19/2014,Missouri State,63,Murray State,66
3/19/2014,Omaha,91,North Dakota,75
3/19/2014,Northern Colorado,71,Texas A&M-Corpus Christi,82
3/19/2014,Ohio,64,Cleveland State,62
3/19/2014,Old Dominion,72,South Dakota State,65
3/19/2014,Oregon State,92,Radford,96
3/19/2014,Penn State,69,Hampton,65
3/19/2014,San Francisco,63,LSU,71
3/19/2014,USC Upstate,60,Towson,63
3/19/2014,SMU,68,UC-Irvine,54
3/19/2014,Southern Miss,66,Toledo,59
3/19/2014,Texas A&M,59,Wyoming,43
3/19/2014,UTEP,56,Fresno State,61
3/19/2014,Tulane,55,Princeton,56
3/19/2014,Yale,69,Quinnipiac,68
3/20/2014,Albany (NY),55,Florida,67
3/20/2014,American,35,Wisconsin,75
3/20/2014,Arizona State,85,Texas,87
3/20/2014,BYU,68,Oregon,87
3/20/2014,Cincinnati,57,Harvard,61
3/20/2014,Colorado,48,Pitt,77
3/20/2014,UConn,89,St. Joseph's,81
3/20/2014,Dayton,60,Ohio State,59
3/20/2014,Delaware,78,Michigan State,93
3/20/2014,Louisville,71,Manhattan,64
3/20/2014,Michigan,57,Wofford,40
3/20/2014,Milwaukee,53,Villanova,73
3/20/2014,New Mexico State,69,San Diego State,73
3/20/2014,NC State,80,Saint Louis,83
3/20/2014,North Dakota State,80,Oklahoma,75
3/20/2014,Syracuse,77,Western Michigan,53
3/21/2014,Arizona,68,Weber State,59
3/21/2014,Baylor,74,Nebraska,60
3/21/2014,Belmont,82,Robert Morris,71
3/21/2014,Cal Poly,37,Wichita State,64
3/21/2014,Coastal Carolina,59,Virginia,70
3/21/2014,Creighton,76,Louisiana,66
3/21/2014,Duke,71,Mercer,78
3/21/2014,ETSU,77,Towson,83
3/21/2014,Eastern Kentucky,69,Kansas,80
3/21/2014,George Washington,66,Memphis,71
3/21/2014,Gonzaga,85,Oklahoma State,77
3/21/2014,Iowa State,93,North Carolina Central,75
3/21/2014,Kansas State,49,Kentucky,56
3/21/2014,UMass,67,Tennessee,86
3/21/2014,New Mexico,53,Stanford,58
3/21/2014,UNC,79,Providence,77
3/21/2014,Stephen F. Austin,77,VCU,75
3/21/2014,Tulsa,59,UCLA,76
3/22/2014,Columbia,69,Eastern Michigan,56
3/22/2014,UConn,77,Villanova,65
3/22/2014,Dayton,55,Syracuse,53
3/22/2014,Florida,61,Pitt,45
3/22/2014,Georgia,71,Louisiana Tech,79
3/22/2014,Harvard,73,Michigan State,80
3/22/2014,Holy Cross,66,Yale,71
3/22/2014,Louisville,66,Saint Louis,51
3/22/2014,Michigan,79,Texas,65
3/22/2014,North Dakota State,44,San Diego State,63
3/22/2014,Ohio,56,Wright State,54
3/22/2014,Oregon,77,Wisconsin,85
3/22/2014,Pacific,89,Texas A&M-Corpus Christi,60
3/22/2014,Sam Houston State,72,San Diego,77
3/22/2014,VMI,106,Fort Wayne,95
3/23/2014,Arizona,84,Gonzaga,61
3/23/2014,Baylor,85,Creighton,55
3/23/2014,Clemson,50,Illinois,49
3/23/2014,Iowa State,85,UNC,83
3/23/2014,Kansas,57,Stanford,60
3/23/2014,Kentucky,78,Wichita State,76
3/23/2014,Memphis,60,Virginia,78
3/23/2014,Mercer,63,Tennessee,83
3/23/2014,Minnesota,63,Saint Mary's,55
3/23/2014,Missouri,63,Southern Miss,71
3/23/2014,Stephen F. Austin,60,UCLA,77
3/24/2014,California,75,Arkansas,64
3/24/2014,Florida State,101,Georgetown,90
3/24/2014,Fresno State,72,Princeton,56
3/24/2014,Illinois State,62,Texas A&M,55
3/24/2014,Murray State,86,Omaha,62
3/24/2014,Old Dominion,82,Radford,59
3/24/2014,Siena,54,Penn State,52
3/24/2014,SMU,80,LSU,67
3/25/2014,Clemson,73,Belmont,68
3/25/2014,Minnesota,81,Southern Miss,73
3/26/2014,Columbia,69,Yale,72
3/26/2014,Florida State,78,Louisiana Tech,75
3/26/2014,Fresno State,71,Old Dominion,64
3/26/2014,Ohio,90,VMI,92
3/26/2014,Pacific,75,San Diego,60
3/26/2014,Siena,61,Illinois State,49
3/26/2014,SMU,67,California,65
3/27/2014,Arizona,70,San Diego State,64
3/27/2014,Baylor,52,Wisconsin,69
3/27/2014,Dayton,82,Stanford,72
3/27/2014,Florida,79,UCLA,68
3/27/2014,Murray State,85,Towson,73
3/28/2014,UConn,81,Iowa State,76
3/28/2014,Kentucky,74,Louisville,69
3/28/2014,Michigan,73,Tennessee,71
3/28/2014,Michigan State,61,Virginia,59
3/29/2014,Arizona,63,Wisconsin,64
3/29/2014,Dayton,52,Florida,62
3/30/2014,UConn,60,Michigan State,54
3/30/2014,Kentucky,75,Michigan,72
3/31/2014,Fresno State,57,Siena,61
4/1/2014,Clemson,59,SMU,65
4/1/2014,Florida State,64,Minnesota,67
4/1/2014,Murray State,98,Pacific,75
4/1/2014,VMI,62,Yale,75
4/2/2014,Siena,75,Fresno State,89
4/3/2014,Minnesota,65,SMU,63
4/3/2014,Murray State,65,Yale,57
4/5/2014,UConn,63,Florida,53
4/5/2014,Kentucky,74,Wisconsin,73
4/5/2014,Siena,81,Fresno State,68
4/7/2014,UConn,60,Kentucky,54
11/14/2014,Abilene Christian,101,Hillsdale,61
11/14/2014,Akron,74,UMBC,57
11/14/2014,Alabama,82,Towson,54
11/14/2014,Alabama State,105,Auburn Montgomery,64
11/14/2014,Arizona,78,Mount St. Mary's,55
11/14/2014,Arizona State,86,Chicago State,50
11/14/2014,Army,84,Air Force,78
11/14/2014,Auburn,83,Milwaukee,73
11/14/2014,Baylor,80,McNeese State,39
11/14/2014,Boise State,81,San Diego,75
11/14/2014,Boston College,58,New Hampshire,50
11/14/2014,Bradley,75,Texas-Arlington,86
11/14/2014,BYU,95,Long Beach State,90
11/14/2014,Brown,70,St. Peter's,58
11/14/2014,Bucknell,75,Marist,72
11/14/2014,Buffalo,69,South Dakota State,67
11/14/2014,Cal State Bakersfield,99,High Point,100
11/14/2014,California,91,Alcorn State,57
11/14/2014,UC-Irvine,87,Chapman,36
11/14/2014,Campbell,97,Barber-Scotia,58
11/14/2014,Central Connecticut,63,Fairfield,71
11/14/2014,Central Michigan,106,Alma,64
11/14/2014,Chattanooga,110,Hiwassee,53
11/14/2014,Cincinnati,52,Saint Francis (PA),37
11/14/2014,Citadel,65,VMI,66
11/14/2014,Clemson,86,Florida A&M,41
11/14/2014,Coastal Carolina,79,Trinity Baptist,36
11/14/2014,Colorado,65,Drexel,48
11/14/2014,UConn,66,Bryant,53
11/14/2014,Creighton,104,Central Arkansas,77
11/14/2014,Dayton,76,Alabama A&M,52
11/14/2014,DePaul,72,UIC,71
11/14/2014,Detroit,77,Rochester (MI),54
11/14/2014,Duke,113,Presbyterian,44
11/14/2014,East Carolina,99,North Carolina Wesleyan,81
11/14/2014,Eastern Kentucky,76,Savannah State,53
11/14/2014,Eastern Michigan,64,St. Francis (IL),52
11/14/2014,Eastern Washington,86,Texas Southern,62
11/14/2014,Elon,64,Florida Atlantic,58
11/14/2014,Florida,68,William & Mary,45
11/14/2014,Florida International,64,Florida College,42
11/14/2014,Fordham,94,NYIT,77
11/14/2014,Furman,40,College of Charleston,75
11/14/2014,George Mason,60,Cornell,68
11/14/2014,George Washington,92,Grambling,40
11/14/2014,Georgia State,115,Tennessee Temple,55
11/14/2014,Georgia Tech,80,Georgia,73
11/14/2014,Gonzaga,104,Sacramento State,58
11/14/2014,Hartford,53,Sacred Heart,71
11/14/2014,Harvard,73,MIT,52
11/14/2014,Hawaii,85,Arkansas-Pine Bluff,57
11/14/2014,Hofstra,94,Jacksonville,61
11/14/2014,Idaho,77,Eastern Oregon,65
11/14/2014,Illinois,80,Georgia Southern,71
11/14/2014,Incarnate Word,89,Texas-Tyler,49
11/14/2014,Indiana,116,Mississippi Valley State,65
11/14/2014,Iona,78,Cleveland State,73
11/14/2014,Iowa,90,Hampton,56
11/14/2014,Iowa State,93,Oakland,82
11/14/2014,Fort Wayne,74,Manchester,50
11/14/2014,IUPUI,66,Indiana State,79
11/14/2014,James Madison,51,Virginia,79
11/14/2014,Kansas,69,UCSB,59
11/14/2014,Kansas State,98,Southern Utah,68
11/14/2014,Kentucky,85,Grand Canyon,45
11/14/2014,Lehigh,66,Villanova,77
11/14/2014,Liberty,69,Randolph,45
11/14/2014,Lipscomb,91,Berry,70
11/14/2014,Longwood,79,Averett,53
11/14/2014,Louisiana,85,Louisiana College,57
11/14/2014,Louisville,81,Minnesota,68
11/14/2014,Loyola (IL),71,Rockhurst,58
11/14/2014,Loyola Marymount,76,Southeast Missouri State,66
11/14/2014,Marquette,79,UT-Martin,63
11/14/2014,Marshall,74,Jacksonville State,55
11/14/2014,Maryland,82,Wagner,48
11/14/2014,UMass,95,Siena,87
11/14/2014,Mercer,88,Piedmont,48
11/14/2014,Miami (FL),84,Howard,49
11/14/2014,Middle Tennessee,77,Ohio Valley,60
11/14/2014,Ole Miss,65,Charleston Southern,66
11/14/2014,Mississippi State,66,Western Carolina,56
11/14/2014,Missouri,61,UMKC,69
11/14/2014,Missouri State,64,Eastern Illinois,53
11/14/2014,Murray State,74,Houston,77
11/14/2014,Navy,59,Michigan State,64
11/14/2014,UNLV,60,Morehead State,59
11/14/2014,New Mexico,79,Idaho State,55
11/14/2014,Norfolk State,81,Pfeiffer,43
11/14/2014,UNC,76,North Carolina Central,60
11/14/2014,North Carolina A&T,91,Greensboro,61
11/14/2014,UNC Greensboro,76,Chowan,62
11/14/2014,NC State,93,Jackson State,58
11/14/2014,North Texas,84,Arkansas-Monticello,62
11/14/2014,Northern Colorado,83,Black Hills State,62
11/14/2014,Northwestern,65,Houston Baptist,58
11/14/2014,Notre Dame,82,Binghamton,39
